docid,author,shorttitle,enumcron,firstpub,genres,subjects,allcopiesofwork,tags
uc1.$b56625,"Haun, Mildred",The hawk's done gone,,1940,Fiction,,1,randomA
mdp.39015029264648,"Silverberg, Robert",Kingdoms of the wall,,1993,Fiction|Fantastic fiction,Fiction|Pilgrims and pilgrimages,1,Fantasy
uc1.32106016916758,"Skinner, Michelle Cruz",Mango seasons,,1996,NotFiction,,1,randomB
mdp.39015040035621,"Quindlen, Anna",Black and blue : a novel,,1998,Domestic fiction|Fiction,Florida|Fiction|Mothers and sons|Man-woman relationships|Abused wives,2,Subj: Man-woman-Not-Love
mdp.49015003393791,"Lovecraft, H. P. (Howard Phillips)",The Dunwich horror and others,,1963,Short stories|Fiction,"Horror tales, American",2,Short stories
mdp.39015049702643,"Berry, Bertice",Redemption song : a novel,,2000,Love stories|NotFiction,Fiction|African Americans,1,Love B
mdp.39015056304317,"Nachman/Dykewomon, Elana",Moon Creek Road : collected stories,,2003,Fiction,,1,randomA
uc1.b3578290,"Moskowitz, Sam",Masterpieces of science fiction,,1967,Fiction,Science fiction,2,"Subj: SF, Other"
mdp.39076002719842,"Sanders, Ann",The library mice,,1962,Juvenile audience|Fiction,Mice|Brothers and sisters|Libraries|Juvenile fiction|Cooperativeness,1,Subj: Juvenile
inu.30000064243193,"McCutchan, Philip",The gates of Kunarja; an Ogilvie novel,,1973,War stories|Fiction|Historical fiction,"Scots|India|Ogilvie, James (Fictitious character)|Fiction|History|19th century",1,War
nyp.33433076067234,"Grey, Zane",The last trail : a story of early days in the Ohio Valley,,1909,"Western stories|Biographical fiction, American|Fiction|Historical fiction, American","Women pioneers|Ohio River Valley|Indians of North America|Fiction|Zane, Betty|Frontier and pioneer life|1763-1808|Scouting (Reconnaissance)|Wars|1750-1815|Wetzel, Lewis",2,Western
mdp.39015025253819,"Murphy, Shirley Rousseau",The Catswold portal,,1992,Fiction|Fantastic fiction,Cats|Fiction,1,Fantasy B
mdp.39015031222592,"Twain, Mark",Editorial wild oats,,1905,NotFiction,"Humorous stories, American",2,Subj: Humor B
uc1.32106017422665,"Horsley, Kate",The changeling of Finnistuath : a novel,,2003,Psychological fiction|Fiction|Historical fiction,Women|Ireland|Fiction|Gender identity|Passing (Identity)|Identity (Psychology)|Sex role,2,Historical
nyp.33433075873137,"Punshon, E. R. (Ernest Robertson)",The Bittermeads mystery,,1922,Mystery fiction|Fiction,,1,Mystery
uc1.$b244202,"Fisher, Steve",Destroyer,,1941,NotFiction,,1,randomA
uc1.b4372431,"Gallico, Paul","Three legends: The snow goose, The small miracle, Ludmila",,1966,NotFiction,fl. 1715|Kanhoji Angria|Fiction,1,randomB
mdp.39015071588845,"Boyle, T. Coraghessan",The road to Wellville,,1993,Humorous stories|Fiction,"Battle Creek|Kellogg, John Harvey|1852-1943|Fiction|Vegetarianism|Health resorts|Michigan",3,Humor
pst.000006571979,,"Other worlds, 2",,1980,Science fiction|NotFiction,Fantasy fiction,1,SF
mdp.39015047446557,"Wells, H. G. (Herbert George)","The invisible man : a grotesque romance : a critical text of the 1897 New York first edition, with an introduction and appendices",,1998,Bibliographies|Fiction|Science fiction,,1,SF
mdp.39015041027338,"Kanon, Joseph",Los Alamos : a novel,,1997,Fiction|Historical fiction|Detective and mystery stories,"New Mexico|Atomic bomb|Fiction|History|Los Alamos|World War, 1939-1945",1,Historical
mdp.39015069112384,"Baantjer, A. C",DeKok and murder in seance,,1996,Novel|Mystery fiction,"Amsterdam|DeKok, Inspector (Fictitious character)|Fiction|Mediums|Police|Netherlands",2,Mystery B
wu.89069402246,"Pennac, Daniel",The scapegoat,,1998,Fiction|Detective and mystery stories,"Veterans|Emplyees|France|Fiction|Families|Brothers and sisters|World War, 1939-1945|Bombings|Paris|Department stores",1,Mystery B|randomA
inu.30000038067421,,The leprechaun book,,1994,Fiction,"Fantasy fiction, English|Irish authors|Ireland|Leprechauns|Fiction|Folklore|Fairy tales",1,Subj: Fantasy
mdp.39015079164847,"Roberson, Chris",End of the century,,2009,Fiction|Fantasy fiction,Time travel|Fiction,1,Fantasy B|randomA
mdp.39015053247279,,"Southwest, towards the twenty-first century : tales of terror, mystery, and mercy",,1981,Fiction,"Southwest, New|American fiction|Short stories, American|20th century",1,"Subj: Short stories, American B"
inu.39000005759845,"Straparola, Giovanni Francesco",The most delectable nights of Straparola of Caravaggio,v.1,1906,Fiction,Italy|Fairy tales|Tales,2,Subj: Fairy tales B
uc2.ark+=13960=t9b56dt9f,"Dillon, Mary (Mary C. Johnson)",The rose of old St. Louis,,1904,Fiction|History|NotFiction,(OCoLC)fst01002754|fast|Fiction|Fiction|Saint Louis (Mo.)|History|Saint Louis|Louisiana Purchase|(OCoLC)fst01204930|History,4,Subj: History
pst.000000187442,"Clarke, Arthur C.  (Arthur Charles)",Against the fall of night,,1953,NotFiction,Science fiction,1,"Subj: SF, Other"
uc1.32106015482331,"Tepper, Sheri S",Shadow's end,,1995,Science fiction|NotFiction,,1,SF B
mdp.39015056304259,"Folsom, Heather",Philosophie thinly clothed : and other stories,,2003,Short stories,"Short stories, American",1,Short stories B
mdp.39015043044158,"Ford, Bette",One of a kind,,1999,Love stories|Fiction,Fiction|African Americans,1,Love B
mdp.39015084105025,"Bell, Alex",Jasmyn,,2009,Novel|Fantasy fiction,,1,Fantasy
osu.32435059733964,"Leiber, Fritz",Two sought adventure : exploits of Fafhrd and the Gray Mouser,,1957,Fiction|Fantastic fiction,,1,Fantasy B
mdp.39015061470558,"Niesewand, Peter",The word of a gentleman,,1981,Novel,,1,Novel-Not-Fantasy
uc1.32106010555255,"Conley, Robert J",The way of the priests,,1992,Western stories|Fiction,Fiction|Cherokee Indians,1,Western
mdp.39015056903795,"Hijjawi, Reem",You don't live the moment twice,,2003,Short stories,"Fiction|Women, Arab",1,Short stories B
mdp.39015080868618,"Darrin, John",Screenshot : a novel,,2009,Suspense fiction|Fiction,Fiction|Revenge|Executions and executioners|Millionaires|Internet|Moral and ethical aspects,1,Suspense B
inu.32000011347608,"Wilson, Robin Scott",Clarion; an anthology of speculative fiction and criticism from the Clarion Writers' Workshop,,1971,NotFiction,Science fiction,1,"Subj: SF, Other B"
mdp.39015062621738,"Azasu, Kwakuvi",Stool,,2004,UnknownGenre,,1,randomA
mdp.39015064704995,"Koontz, Dean R. (Dean Ray)",The husband,,2006,Suspense fiction|Fiction,Wives|Kidnapping|Fiction,1,Suspense
pst.000032658880,"Williams, William G",Days of darkness :  the Gettysburg civilians : an historical novel,,1986,NotFiction|War stories|Bibliographies|Fiction|Historical fiction,"History|Gettysburg, Battle of, Gettysburg, Pa., 1863|Civil War, 1861-1865|Fiction|Fiction|History",2,War
uc2.ark+=13960=t78s4m548,,The diamond fairy book,,1897,,Fairy tales,1,Subj: Fairy tales
mdp.39015040666904,"Schumacher, Julie",An explanation for chaos,,1997,Domestic fiction|Short stories|Fiction,,1,Domestic B
uc1.$b113183,"French, Joseph Lewis",Sixty years of American humor; a prose anthology,,1924,NotFiction,American wit and humor,1,Subj: Humor
njp.32101067486645,"Wallace, Lew","The fair god ; or, The last of the 'Tzins. A tale of the conquest of Mexico",,1873,Fiction|NotFiction,"Conquest, 1519-1540|History|Fiction",4,Subj: History B
mdp.39015034306517,"Alpert, Cathryn",Rocket city : a novel,,1995,Love stories|Fiction,Man-woman relationships|Fiction,1,randomB
mdp.39015062522720,,D.C. noir,,2006,Fiction,"Fiction|Detective and mystery stories, American",1,Subj: Detective
mdp.39015033978027,"Besher, Alexander",Rim : a novel of virtual reality,,1994,Fiction|Science fiction,Virtual reality|Cyberspace|Fiction|Twenty-first century|Imaginary wars and battles,2,SF B
njp.32101075985729,"Carroll, Lewis","Through the looking-glass, and what Alice found there",,1875,Juvenile audience|Juvenile works|NotFiction|Fiction|UnknownGenre,"Fantasy fiction, English|Alice (Fictitious character : Carroll)|(Fictitious character from Carroll)|Alice|Juvenile fiction|Chess|Animals|Twins|Flowers",13,Subj: Fantasy B
mdp.39015045655050,"Delinsky, Barbara",Coast road : a novel,,1998,Domestic fiction|Love stories|Fiction,Architects|Fiction|Women artists,1,Love-Not-Political
njp.32101067301786,"Munford, George Frederick",Ghosts and legends of South Somerset,,1922,NotFiction,England|Legends|Somerset|Ghost stories,1,Subj: Horror B
mdp.49015002772813,"Reeves-Stevens, Judith",Star Trek : federation,,1994,Fiction|Science fiction,Fiction|Star Trek television programs,1,SF B
uc1.b4354481,"Jacobs, Hayes B","New voices, '64",,1964,NotFiction,"Short stories, American",1,"Subj: Short stories, American B"
inu.30000125392021,,River of dreams : a collection of works,,2007,Mixed,"21st century|Australian poetry|Literary collections|Toowoomba|Queensland|Short stories, Australian",1,"Subj: Short stories, Other"
inu.30000110613373,"Kenneally, Christy",Tears of God,,2009,Novel|Suspense fiction,"Fiction|Flaherty, Michael (Fictitious character)|Water-supply|Jerusalem|Priests",1,Suspense
nyp.33433082539713,"Drake, Robert L","The boy allies under two flags, or, Sweeping the enemy from the sea",,1915,Juvenile audience|Fiction,"World War, 1914-1918|Juvenile fiction|Naval operations",1,Subj: Juvenile B
mdp.39015034937709,"Bell, Madison Smartt",All souls' rising,,1995,Fiction|Historical fiction,"Slave insurrections|1743-1803|Toussaint Louverture|Fiction|Fiction|Revolution, 1791-1804|Haiti|History",1,Historical B
osu.32435064817729,"Dern, Peggy",Help yourself to love,,1941,Love stories|Fiction,Wills|Inheritance and succession|Fiction|Man-woman relationships,1,Love
mdp.39015034262389,"Vilmure, Daniel",Toby's lie : a novel,,1995,Fiction|Bildungsromane,Teenage boys|High school students|Florida|Fiction|Gay youth|Tallahassee,1,Bildungsroman B
uc1.32106019465720,"Dunant, Sarah",Mapping the edge : a novel,,2001,Domestic fiction|Psychological fiction|Fiction,Single mothers|Italy|Fiction|Missing persons|Mothers and daughters|British,1,Domestic
mdp.39015058253629,"DeCandido, Keith R. A",Darkness falls : a novel,,2002,Horror fiction|Novel|Movie novels,Horror tales|Darkness falls (Motion picture)|Tooth Fairy (Legendary character)|Fiction|Adaptations,1,Subj: Horror B|Horror
uc2.ark+=13960=t7xk86c4b,,Tell your wife,,1886,,,1,randomB
mdp.39015084102626,"Thornton, Rosy",Crossed wires,,2009,Novel|Love stories,Traffic accidents|Fiction|Call centers|Automobile insurance claims|College teachers,1,Novel B
mdp.39015069332735,"Jeter, John Sims",--and the angels sang,,2007,Fiction,Fiction|Pianists|Pharmaceutical industry,1,randomB
inu.30000100261399,Mekinzewi,The recapitulation,v.3,2003,Novel,Fiction|Nigerian fiction (English),2,randomA
mdp.39015016450572,"Burke, James Lee","Half of Paradise, a novel",,1965,Fiction|Bildungsromane,Louisiana|Fiction|Young men,2,Bildungsroman
mdp.39015053576750,"Mittelhölzer, Edgar",The Jilkington drama,,1965,Fiction,,2,randomA
pst.000061168381,"Phillips, Carly",Sealed with a kiss,,2007,Love stories|Fiction,Women lawyers|Murder|Fiction|Fathers and daughters,1,Love
mdp.39015027248882,"Asimov, Isaac",Prelude to foundation,,1988,Fiction,,3,randomA
mdp.39015043006959,"Hammett, Dashiell",Complete novels,,1999,Fiction,"United States|Detective and mystery stories, American|Fiction|Private investigators",2,Subj: Detective B
uc1.$b56973,"Lovelace, Maud Hart","Gentlemen from England, a novel",,1937,Fiction,Minnesota|Fiction|Frontier and pioneer life|Man-woman relationships,1,Subj: Man-woman-Not-Domestic
uva.x000427966,"Cooper, James Fenimore","The deerslayer; or, The first war-path. A tale. Illustrated from drawings by F.O.C. Darley",,1861,NotFiction|War stories|Bibliographies|Fiction|Historical fiction|Bildungsromans,"Delaware Indians|Fiction|Frontier and pioneer life|Male friendship|History|Hunters|Bumppo, Natty (Fictitious character)|French and Indian War, 1755-1763|Scouts and scouting",9,War|Bildungsroman-Not-Political
mdp.39015053391754,"Wells, Ken",Junior's leg : a novel,,2001,Humorous stories|Suspense fiction|Fiction,Cajuns|Fiction|Amputees|Organized crime,1,Humor
mdp.39015064952370,"Bandele-Thomas, Biyi",Burma boy,,2007,Novel|War stories,"Burma|Africa|Fiction|Participation, Juvenile|Campaigns|Child soldiers|World War, 1939-1945",1,War
mdp.39015054095784,"Martin, George R. R",A storm of swords,,2000,Fiction|Fantastic fiction,,1,Fantasy B
nnc1.0046032142,,Sketches of modern Greece : illustrative of the leading events of the revolution,v.2,1828,NotFiction,"War of Independence, 1821-1829|History",1,Subj: History B
uc2.ark+=13960=t0qr5278m,Author of The young man's own book,The humourist's own book,,1834,,American wit and humor,1,Subj: Humor B
inu.30000041655147,"Tacitus, Cornelius",The reign of Nero,,1952,NotFiction,"Nero, 54-68|Emperor of Rome|37-68|History|Nero",1,Subj: History B
mdp.39015064983946,"Palmer, Diana",Lawman,,2007,Suspense fiction|Novel|Love stories,Government investigators|Ranch life|Fiction,1,Suspense B
mdp.39015054031656,"Jordan, Robert",The fires of heaven,,1993,Fiction|Fantastic fiction,,1,Fantasy
mdp.39015073820600,"Wellman, Manly Wade",Fearful rock and other precarious locales,,2001,Short stories,Horror tales|Fantasy fiction,1,Short stories|Subj: Fantasy B|Subj: Horror
mdp.39015059134919,"Miéville, China",Iron council,,2004,War stories|Novel|Fantasy fiction,,1,War|Fantasy
uc1.32106016867423,"Lazaroo, Simone",The Australian fiancé,,2000,Love stories|Fiction,Emigration and immigration|Fiction|Women refugees|Eurasians,1,Love
nyp.33433003712910,Charlotte Elizabeth,"The rockite, an Irish story",,1844,Fiction,,1,randomB
mdp.49015002614627,"Peters, Ralph",The perfect soldier,,1995,War stories|Fiction,"Korean War, 1950-1953|Prisoners and prisons, Soviet|Fiction|Prisoners of war|Soldiers",1,War
mdp.39015063250503,"Zebrowski, George",Black pockets and other dark thoughts,,2006,Fiction,"Science fiction, American",1,"Subj: SF, American"
njp.32101067709913,"Craik, Dinah Maria (Mulock), Mrs","The adventures of a brownie, as told to my child",,1873,Juvenile audience|NotFiction|Fiction|UnknownGenre,Fairies|Juvenile literature,8,Juvenile
mdp.39015084104879,"Cain, Tom",Assassin,,2009,Novel|Suspense fiction,"Fiction|Carver, Sam (Fictitious character)",1,Suspense
nyp.33433074896071,"MacDonald, George",At the back of the north wind,,1890,Juvenile audience|Fiction|NotFiction,Fairy tales|Children's stories|English fiction,7,randomA|Subj: Fairy tales B
mdp.49015002161470,"Tolstoy, Leo, graf",War and peace,v.6,1899,NotFiction|War stories|Bibliographies|Fiction|Historical fiction|Mixed|UnknownGenre,"English fiction|Fiction|Campaigns|Translations into English|History|Alexander I, 1801-1825|Napoleon|1769-1821|Fiction|Translations|Invasion of Russia, 1812|Napoleonic Wars, 1800-1815|Emperor of the French|History|Russian fiction|Soviet Union|Russia",46,War
mdp.39015070712206,"Carroll, John",Lightning in the void : the authentic history of Miyamoto Musashi : a novel,,2006,Novel,"Miyamoto, Musashi|Fiction|1584-1645|17th century|Swordsmen|History|16th century|Japan|Samurai",1,Novel
inu.30000115518072,"Gaildon, Mahmood",The Yibir of Las Burgabo,,2005,Domestic fiction|Fiction|Bildungsromans,Fiction|Brothers and sisters|Death|Fathers|Children,1,Bildungsroman-Not-Subj: Man-woman
uc1.b4949096,"Gulik, Robert Hans van",Necklace and calabash; a Chinese detective story,,1967,Fiction|Detective and mystery stories,"Tang dynasty, 618-907|629-700|Fiction|Fiction|Ti, Jen-chieh|Judges|China|History",2,Subj: History B
uva.x000030142,"Beatty, Bessie",The red heart of Russia,,1918,NotFiction,"History|Revolution, 1917-1921",3,randomB
njp.32101067627842,"Arthur, T. S. (Timothy Shay)","Maggy's baby, and other stories",,1866,Juvenile audience|Fiction,,1,Juvenile
mdp.39015064741211,"Sagan, Nick",Everfree,,2006,Fiction|Science fiction,,1,SF
mdp.39015062896264,"Cohen, William S",The double man,,1985,Novel,,2,Novel B
inu.32000006720579,"Shelley, Mary Wollstonecraft","Valperga : or, The life and adventures of Castruccio, Prince of Lucca",v.1,1823,Fiction,"Fiction|1281-1328|Castracani, Castruccio",5,randomA
uiuo.ark+=13960=t17m0xn5j,"Robinson, Emma","Whitefriars, or, The days of Charles the Second",v.2,1844,,"Restoration, 1660-1688|Great Britain|Fiction|History|Charles II, 1660-1685",5,Subj: History
uiuo.ark+=13960=t8v98sx8c,,Tales of my landlord,v.1,1820,,"Sir|Great Britain|Tales of my landlord|1771-1832|Parodies, imitations, etc|History|Scott, Walter|Civil War, 1642-1649",1,Subj: History B
uc1.b4931266,"Laumer, Keith",Earthblood,,1966,NotFiction,Science fiction,1,"Subj: SF, Other"
uc1.b4105202,"Hardy, Thomas",The woodlanders,v.2,1887,NotFiction|Novel|Pastoral fiction|Love stories|Fiction|Bibliographies|Psychological fiction,19th century|Social life and customs|Fiction|Fiction|Forests and forestry|Social classes|Social life and customs|Arranged marriage|Triangles (Interpersonal relations),24,Love B|Psychological B
mdp.39015073374236,,Hot bauds : a selection of steamy BBS writings,,1995,NotFiction,"Social aspects|Gay erotic literature|Erotic stories, American|Fiction|Gay men|Short stories, American|Fantasy fiction, American|Computer bulletin boards",1,Subj: Fantasy B
mdp.39015079149228,"Knight, Alanna",Murder in paradise,,2008,Novel|Detective and mystery stories,"False personation|Scotland|Edinburgh|1835-1928|Fiction|Police|History|Faro, Jeremy (Fictitious character)|Smith, Madeleine Hamilton|19th century",1,Mystery B
